Month,Year,Country,Departures
May,2010,    Japan,70268.0
May,2010,  South Asia,160775.0
May,2010,  Middle East,38542.0
May,2010,  Oceania,148896.0
May,2010,  Europe,162032.0
May,2010,    France,21624.0
May,2010,    Germany,34529.0
May,2010,    United Kingdom,53831.0
May,2010,  North America,24087.0
May,2010,  Other Regions,
Apr,2010,Number Of Air Passenger Departures,1584955.0
Apr,2010,  South East Asia,675327.0
Apr,2010,    Indonesia,205376.0
Apr,2010,    Malaysia,174825.0
Apr,2010,    Philippines,82507.0
Apr,2010,    Thailand,127160.0
Apr,2010,    Vietnam,53396.0
Apr,2010,  North East Asia,389638.0
Apr,2010,    Mainland China,139253.0
Apr,2010,    Hong Kong,109622.0
Apr,2010,    Japan,65900.0
Apr,2010,  South Asia,128671.0
Apr,2010,  Middle East,35781.0
Apr,2010,  Oceania,169935.0
Apr,2010,  Europe,151772.0
Apr,2010,    France,17852.0
Apr,2010,    Germany,32219.0
Apr,2010,    United Kingdom,52180.0
Apr,2010,  North America,22279.0
Apr,2010,  Other Regions,
Mar,2010,Number Of Air Passenger Departures,1691178.0
Mar,2010,  South East Asia,719644.0
Mar,2010,    Indonesia,218561.0
Mar,2010,    Malaysia,186111.0
Mar,2010,    Philippines,80577.0
Mar,2010,    Thailand,143931.0
Mar,2010,    Vietnam,55799.0
Mar,2010,  North East Asia,416111.0
Mar,2010,    Mainland China,142748.0
Mar,2010,    Hong Kong,110083.0
Mar,2010,    Japan,84152.0
Mar,2010,  South Asia,131450.0
Mar,2010,  Middle East,36564.0
Mar,2010,  Oceania,178384.0
Mar,2010,  Europe,173432.0
Mar,2010,    France,22433.0
Mar,2010,    Germany,36497.0
Mar,2010,    United Kingdom,61308.0
Mar,2010,  North America,22857.0
Mar,2010,  Other Regions,
Feb,2010,Number Of Air Passenger Departures,1523687.0
Feb,2010,  South East Asia,635464.0
Feb,2010,    Indonesia,180098.0
Feb,2010,    Malaysia,173831.0
Feb,2010,    Philippines,61491.0
Feb,2010,    Thailand,134244.0
Feb,2010,    Vietnam,54030.0
Feb,2010,  North East Asia,377144.0
Feb,2010,    Mainland China,139274.0
Feb,2010,    Hong Kong,99647.0
Feb,2010,    Japan,62813.0
Feb,2010,  South Asia,119938.0
Feb,2010,  Middle East,30149.0
Feb,2010,  Oceania,199629.0
Feb,2010,  Europe,130910.0
Feb,2010,    France,16535.0
Feb,2010,    Germany,24872.0
Feb,2010,    United Kingdom,46224.0
Feb,2010,  North America,20386.0
Feb,2010,  Other Regions,
Jan,2010,Number Of Air Passenger Departures,1598416.0
Jan,2010,  South East Asia,670373.0
Jan,2010,    Indonesia,212700.0
Jan,2010,    Malaysia,165677.0
Jan,2010,    Philippines,66240.0
Jan,2010,    Thailand,138586.0
Jan,2010,    Vietnam,52144.0
Jan,2010,  North East Asia,326405.0
Jan,2010,    Mainland China,113268.0
Jan,2010,    Hong Kong,86555.0
Jan,2010,    Japan,59101.0
Jan,2010,  South Asia,132835.0
Jan,2010,  Middle East,31625.0
Jan,2010,  Oceania,236638.0
Jan,2010,  Europe,159826.0
Jan,2010,    France,18827.0
Jan,2010,    Germany,29942.0
Jan,2010,    United Kingdom,60190.0
Jan,2010,  North America,25211.0
Jan,2010,  Other Regions,
Dec,2009,Number Of Air Passenger Departures,1845636.0
Dec,2009,  South East Asia,801059.0
Dec,2009,    Indonesia,212581.0
Dec,2009,    Malaysia,226039.0
Dec,2009,    Philippines,88214.0
Dec,2009,    Thailand,169379.0
Dec,2009,    Vietnam,64731.0
Dec,2009,  North East Asia,449982.0
Dec,2009,    Mainland China,152140.0
Dec,2009,    Hong Kong,117050.0
Dec,2009,    Japan,87063.0
Dec,2009,  South Asia,163774.0
Dec,2009,  Middle East,32211.0
Dec,2009,  Oceania,206840.0
Dec,2009,  Europe,149586.0
Dec,2009,    France,20282.0
Dec,2009,    Germany,27906.0
Dec,2009,    United Kingdom,54311.0
Dec,2009,  North America,25254.0
Dec,2009,  Other Regions,
Nov,2009,Number Of Air Passenger Departures,1678740.0
Nov,2009,  South East Asia,701516.0
Nov,2009,    Indonesia,197702.0
Nov,2009,    Malaysia,194647.0
Nov,2009,    Philippines,69900.0
Nov,2009,    Thailand,146340.0
Nov,2009,    Vietnam,56359.0
Nov,2009,  North East Asia,405305.0
Nov,2009,    Mainland China,145135.0
Nov,2009,    Hong Kong,107347.0
Nov,2009,    Japan,74543.0
Nov,2009,  South Asia,155918.0
Nov,2009,  Middle East,34259.0
Nov,2009,  Oceania,194154.0
Nov,2009,  Europe,150866.0
Nov,2009,    France,18948.0
Nov,2009,    Germany,30876.0
Nov,2009,    United Kingdom,53742.0
Nov,2009,  North America,21407.0
Nov,2009,  Other Regions,
Oct,2009,Number Of Air Passenger Departures,1619786.0
Oct,2009,  South East Asia,672977.0
Oct,2009,    Indonesia,199737.0
Oct,2009,    Malaysia,188351.0
Oct,2009,    Philippines,62017.0
Oct,2009,    Thailand,142275.0
Oct,2009,    Vietnam,50997.0
Oct,2009,  North East Asia,378339.0
Oct,2009,    Mainland China,140821.0
Oct,2009,    Hong Kong,98956.0
Oct,2009,    Japan,72837.0
Oct,2009,  South Asia,139427.0
Oct,2009,  Middle East,30940.0
Oct,2009,  Oceania,221759.0
Oct,2009,  Europe,142525.0
Oct,2009,    France,17975.0
Oct,2009,    Germany,29418.0
Oct,2009,    United Kingdom,47746.0
Oct,2009,  North America,19843.0
Oct,2009,  Other Regions,
Sep,2009,Number Of Air Passenger Departures,1485967.0
Sep,2009,  South East Asia,611531.0
Sep,2009,    Indonesia,185803.0
Sep,2009,    Malaysia,172618.0
Sep,2009,    Philippines,60507.0
Sep,2009,    Thailand,120588.0
Sep,2009,    Vietnam,45609.0
Sep,2009,  North East Asia,346799.0
Sep,2009,    Mainland China,121525.0
Sep,2009,    Hong Kong,87247.0
Sep,2009,    Japan,78637.0
Sep,2009,  South Asia,113424.0
Sep,2009,  Middle East,29872.0
Sep,2009,  Oceania,186638.0
Sep,2009,  Europe,165195.0
Sep,2009,    France,21441.0
Sep,2009,    Germany,31150.0
Sep,2009,    United Kingdom,61578.0
Sep,2009,  North America,20055.0
Sep,2009,  Other Regions,
Aug,2009,Number Of Air Passenger Departures,1534162.0
Aug,2009,  South East Asia,620703.0
Aug,2009,    Indonesia,192900.0
Aug,2009,    Malaysia,170878.0
Aug,2009,    Philippines,61323.0
Aug,2009,    Thailand,117348.0
Aug,2009,    Vietnam,50746.0
Aug,2009,  North East Asia,370931.0
Aug,2009,    Mainland China,120820.0
Aug,2009,    Hong Kong,106557.0
Aug,2009,    Japan,74975.0
Aug,2009,  South Asia,123074.0
Aug,2009,  Middle East,39862.0
Aug,2009,  Oceania,168213.0
Aug,2009,  Europe,174676.0
Aug,2009,    France,21767.0
Aug,2009,    Germany,33521.0
Aug,2009,    United Kingdom,61196.0
Aug,2009,  North America,24665.0
Aug,2009,  Other Regions,
Jul,2009,Number Of Air Passenger Departures,1522370.0
Jul,2009,  South East Asia,651218.0
Jul,2009,    Indonesia,226339.0
Jul,2009,    Malaysia,171587.0
Jul,2009,    Philippines,55507.0
Jul,2009,    Thailand,116661.0
Jul,2009,    Vietnam,55220.0
Jul,2009,  North East Asia,318714.0
Jul,2009,    Mainland China,101876.0
Jul,2009,    Hong Kong,90451.0
Jul,2009,    Japan,67268.0
Jul,2009,  South Asia,124500.0
Jul,2009,  Middle East,31574.0
Jul,2009,  Oceania,203570.0
Jul,2009,  Europe,158654.0
Jul,2009,    France,20091.0
Jul,2009,    Germany,31085.0
Jul,2009,    United Kingdom,56984.0
Jul,2009,  North America,21994.0
Jul,2009,  Other Regions,
Jun,2009,Number Of Air Passenger Departures,1473188.0
Jun,2009,  South East Asia,636620.0
Jun,2009,    Indonesia,195676.0
Jun,2009,    Malaysia,172145.0
Jun,2009,    Philippines,65815.0
Jun,2009,    Thailand,121211.0
Jun,2009,    Vietnam,52726.0
Jun,2009,  North East Asia,315462.0
Jun,2009,    Mainland China,111140.0
Jun,2009,    Hong Kong,86995.0
Jun,2009,    Japan,51681.0
Jun,2009,  South Asia,138349.0
Jun,2009,  Middle East,34415.0
Jun,2009,  Oceania,156826.0
Jun,2009,  Europe,160403.0
Jun,2009,    France,20830.0
Jun,2009,    Germany,31270.0
Jun,2009,    United Kingdom,58671.0
Jun,2009,  North America,21072.0
Jun,2009,  Other Regions,
May,2009,Number Of Air Passenger Departures,1368755.0
May,2009,  South East Asia,555652.0
May,2009,    Indonesia,171658.0
May,2009,    Malaysia,132984.0
May,2009,    Philippines,72915.0
May,2009,    Thailand,104518.0
May,2009,    Vietnam,47363.0
May,2009,  North East Asia,313635.0
May,2009,    Mainland China,117431.0
May,2009,    Hong Kong,81189.0
May,2009,    Japan,53123.0
May,2009,  South Asia,130806.0
May,2009,  Middle East,35813.0
May,2009,  Oceania,146939.0
May,2009,  Europe,158782.0
May,2009,    France,18964.0
May,2009,    Germany,31471.0
May,2009,    United Kingdom,59535.0
May,2009,  North America,16791.0
May,2009,  Other Regions,
Apr,2009,Number Of Air Passenger Departures,1414252.0
Apr,2009,  South East Asia,561955.0
Apr,2009,    Indonesia,165798.0
Apr,2009,    Malaysia,131555.0
Apr,2009,    Philippines,69190.0
Apr,2009,    Thailand,118079.0
Apr,2009,    Vietnam,47502.0
Apr,2009,  North East Asia,340671.0
Apr,2009,    Mainland China,122826.0
Apr,2009,    Hong Kong,95830.0
Apr,2009,    Japan,55857.0
Apr,2009,  South Asia,118048.0
Apr,2009,  Middle East,36802.0
Apr,2009,  Oceania,166622.0
Apr,2009,  Europe,161183.0
Apr,2009,    France,18832.0
Apr,2009,    Germany,31675.0
Apr,2009,    United Kingdom,60674.0
Apr,2009,  North America,17296.0
Apr,2009,  Other Regions,
Mar,2009,Number Of Air Passenger Departures,1420110.0
Mar,2009,  South East Asia,574093.0
Mar,2009,    Indonesia,165326.0
Mar,2009,    Malaysia,136964.0
Mar,2009,    Philippines,70619.0
Mar,2009,    Thailand,121338.0
Mar,2009,    Vietnam,48854.0
Mar,2009,  North East Asia,350531.0
Mar,2009,    Mainland China,116420.0
Mar,2009,    Hong Kong,97690.0
Mar,2009,    Japan,72385.0
Mar,2009,  South Asia,110692.0
Mar,2009,  Middle East,32386.0
Mar,2009,  Oceania,162655.0
Mar,2009,  Europe,159563.0
Mar,2009,    France,18429.0
Mar,2009,    Germany,31551.0
Mar,2009,    United Kingdom,60994.0
Mar,2009,  North America,19507.0
Mar,2009,  Other Regions,
Feb,2009,Number Of Air Passenger Departures,1228027.0
Feb,2009,  South East Asia,450471.0
Feb,2009,    Indonesia,123951.0
Feb,2009,    Malaysia,107869.0
Feb,2009,    Philippines,47779.0
Feb,2009,    Thailand,101056.0
Feb,2009,    Vietnam,43712.0
Feb,2009,  North East Asia,299247.0
Feb,2009,    Mainland China,104983.0
Feb,2009,    Hong Kong,80330.0
Feb,2009,    Japan,53494.0
Feb,2009,  South Asia,105631.0
Feb,2009,  Middle East,26983.0
Feb,2009,  Oceania,192372.0
Feb,2009,  Europe,127314.0
Feb,2009,    France,14178.0
Feb,2009,    Germany,23968.0
Feb,2009,    United Kingdom,47328.0
Feb,2009,  North America,17445.0
Feb,2009,  Other Regions,
Jan,2009,Number Of Air Passenger Departures,1471977.0
Jan,2009,  South East Asia,547186.0
Jan,2009,    Indonesia,167902.0
Jan,2009,    Malaysia,128315.0
Jan,2009,    Philippines,54481.0
Jan,2009,    Thailand,109725.0
Jan,2009,    Vietnam,54189.0
Jan,2009,  North East Asia,328198.0
Jan,2009,    Mainland China,115285.0
Jan,2009,    Hong Kong,84974.0
Jan,2009,    Japan,64022.0
Jan,2009,  South Asia,120462.0
Jan,2009,  Middle East,33033.0
Jan,2009,  Oceania,242718.0
Jan,2009,  Europe,161107.0
Jan,2009,    France,17296.0
Jan,2009,    Germany,31279.0
Jan,2009,    United Kingdom,58413.0
Jan,2009,  North America,24079.0
Jan,2009,  Other Regions,
Dec,2008,Number Of Air Passenger Departures,1677129.0
Dec,2008,  South East Asia,630039.0
Dec,2008,    Indonesia,169054.0
Dec,2008,    Malaysia,167594.0
Dec,2008,    Philippines,79393.0
Dec,2008,    Thailand,110615.0
Dec,2008,    Vietnam,65687.0
Dec,2008,  North East Asia,435328.0
Dec,2008,    Mainland China,126759.0
Dec,2008,    Hong Kong,125129.0
Dec,2008,    Japan,84588.0
Dec,2008,  South Asia,156252.0
Dec,2008,  Middle East,33058.0
Dec,2008,  Oceania,219005.0
Dec,2008,  Europe,160274.0
Dec,2008,    France,18605.0
Dec,2008,    Germany,29824.0
Dec,2008,    United Kingdom,58939.0
Dec,2008,  North America,27050.0
Dec,2008,  Other Regions,
Nov,2008,Number Of Air Passenger Departures,1515958.0
Nov,2008,  South East Asia,537537.0
Nov,2008,    Indonesia,161483.0
Nov,2008,    Malaysia,115074.0
Nov,2008,    Philippines,63156.0
Nov,2008,    Thailand,111965.0
Nov,2008,    Vietnam,53442.0
Nov,2008,  North East Asia,407709.0
Nov,2008,    Mainland China,136473.0
Nov,2008,    Hong Kong,108059.0
Nov,2008,    Japan,76834.0
Nov,2008,  South Asia,153305.0
Nov,2008,  Middle East,30056.0
Nov,2008,  Oceania,195355.0
Nov,2008,  Europe,153251.0
Nov,2008,    France,17987.0
Nov,2008,    Germany,29200.0
Nov,2008,    United Kingdom,53146.0
Nov,2008,  North America,25113.0
Nov,2008,  Other Regions,
Oct,2008,Number Of Air Passenger Departures,1525034.0
Oct,2008,  South East Asia,564867.0
Oct,2008,    Indonesia,198609.0
Oct,2008,    Malaysia,108232.0
Oct,2008,    Philippines,56724.0
Oct,2008,    Thailand,125211.0
Oct,2008,    Vietnam,48395.0
Oct,2008,  North East Asia,378261.0
Oct,2008,    Mainland China,133990.0
Oct,2008,    Hong Kong,95235.0
Oct,2008,    Japan,71233.0
Oct,2008,  South Asia,140162.0
Oct,2008,  Middle East,28433.0
Oct,2008,  Oceania,229889.0
Oct,2008,  Europe,147462.0
Oct,2008,    France,16488.0
Oct,2008,    Germany,29335.0
Oct,2008,    United Kingdom,49214.0
Oct,2008,  North America,21142.0
Oct,2008,  Other Regions,
Sep,2008,Number Of Air Passenger Departures,1373939.0
Sep,2008,  South East Asia,473068.0
Sep,2008,    Indonesia,153730.0
Sep,2008,    Malaysia,98046.0
Sep,2008,    Philippines,51855.0
Sep,2008,    Thailand,99239.0
Sep,2008,    Vietnam,46868.0
Sep,2008,  North East Asia,342511.0
Sep,2008,    Mainland China,110102.0
Sep,2008,    Hong Kong,86542.0
Sep,2008,    Japan,77380.0
Sep,2008,  South Asia,120922.0
Sep,2008,  Middle East,27469.0
Sep,2008,  Oceania,196225.0
Sep,2008,  Europe,174949.0
Sep,2008,    France,19294.0
Sep,2008,    Germany,32313.0
Sep,2008,    United Kingdom,63584.0
Sep,2008,  North America,25376.0
Sep,2008,  Other Regions,
Aug,2008,Number Of Air Passenger Departures,1522964.0
Aug,2008,  South East Asia,558461.0
Aug,2008,    Indonesia,185808.0
Aug,2008,    Malaysia,111866.0
Aug,2008,    Philippines,54688.0
Aug,2008,    Thailand,129332.0
Aug,2008,    Vietnam,50158.0
Aug,2008,  North East Asia,366664.0
Aug,2008,    Mainland China,110826.0
Aug,2008,    Hong Kong,97849.0
Aug,2008,    Japan,80433.0
Aug,2008,  South Asia,132765.0
Aug,2008,  Middle East,36050.0
Aug,2008,  Oceania,195311.0
Aug,2008,  Europe,185387.0
Aug,2008,    France,20969.0
Aug,2008,    Germany,33071.0
Aug,2008,    United Kingdom,67120.0
Aug,2008,  North America,33302.0
Aug,2008,  Other Regions,
Jul,2008,Number Of Air Passenger Departures,1530938.0
Jul,2008,  South East Asia,587330.0
Jul,2008,    Indonesia,202616.0
Jul,2008,    Malaysia,115692.0
Jul,2008,    Philippines,53509.0
Jul,2008,    Thailand,137364.0
Jul,2008,    Vietnam,54455.0
Jul,2008,  North East Asia,344189.0
Jul,2008,    Mainland China,104513.0
Jul,2008,    Hong Kong,95773.0
Jul,2008,    Japan,71539.0
Jul,2008,  South Asia,129579.0
Jul,2008,  Middle East,27605.0
Jul,2008,  Oceania,229551.0
Jul,2008,  Europe,168071.0
Jul,2008,    France,19157.0
Jul,2008,    Germany,30435.0
Jul,2008,    United Kingdom,59880.0
Jul,2008,  North America,29672.0
Jul,2008,  Other Regions,
Jun,2008,Number Of Air Passenger Departures,1513040.0
Jun,2008,  South East Asia,582544.0
Jun,2008,    Indonesia,179522.0
Jun,2008,    Malaysia,121023.0
Jun,2008,    Philippines,58481.0
Jun,2008,    Thailand,143556.0
Jun,2008,    Vietnam,53918.0
Jun,2008,  North East Asia,362713.0
Jun,2008,    Mainland China,116610.0
Jun,2008,    Hong Kong,98316.0
Jun,2008,    Japan,71953.0
Jun,2008,  South Asia,146572.0
Jun,2008,  Middle East,27788.0
Jun,2008,  Oceania,178033.0
Jun,2008,  Europe,171295.0
Jun,2008,    France,19714.0
Jun,2008,    Germany,30534.0
Jun,2008,    United Kingdom,61840.0
Jun,2008,  North America,32290.0
Jun,2008,  Other Regions,
May,2008,Number Of Air Passenger Departures,1534984.0
May,2008,  South East Asia,570114.0
May,2008,    Indonesia,167691.0
May,2008,    Malaysia,111303.0
May,2008,    Philippines,63893.0
May,2008,    Thailand,152618.0
May,2008,    Vietnam,49781.0
May,2008,  North East Asia,396470.0
May,2008,    Mainland China,142899.0
May,2008,    Hong Kong,101077.0
May,2008,    Japan,70440.0
May,2008,  South Asia,149176.0
May,2008,  Middle East,28639.0
May,2008,  Oceania,168595.0
May,2008,  Europe,178506.0
May,2008,    France,20525.0
May,2008,    Germany,29551.0
May,2008,    United Kingdom,63395.0
May,2008,  North America,31779.0
May,2008,  Other Regions,
Apr,2008,Number Of Air Passenger Departures,1460867.0
Apr,2008,  South East Asia,537259.0
Apr,2008,    Indonesia,154426.0
Apr,2008,    Malaysia,105140.0
Apr,2008,    Philippines,58719.0
Apr,2008,    Thailand,145961.0
Apr,2008,    Vietnam,47435.0
Apr,2008,  North East Asia,362923.0
Apr,2008,    Mainland China,136535.0
Apr,2008,    Hong Kong,85417.0
Apr,2008,    Japan,66408.0
Apr,2008,  South Asia,130075.0
Apr,2008,  Middle East,28415.0
Apr,2008,  Oceania,177265.0
Apr,2008,  Europe,181076.0
Apr,2008,    France,20624.0
Apr,2008,    Germany,30998.0
Apr,2008,    United Kingdom,67595.0
Apr,2008,  North America,29679.0
Apr,2008,  Other Regions,
Mar,2008,Number Of Air Passenger Departures,1565559.0
Mar,2008,  South East Asia,587684.0
Mar,2008,    Indonesia,170625.0
Mar,2008,    Malaysia,115761.0
Mar,2008,    Philippines,62108.0
Mar,2008,    Thailand,159696.0
Mar,2008,    Vietnam,51322.0
Mar,2008,  North East Asia,405600.0
Mar,2008,    Mainland China,134148.0
Mar,2008,    Hong Kong,106228.0
Mar,2008,    Japan,88065.0
Mar,2008,  South Asia,131616.0
Mar,2008,  Middle East,26662.0
Mar,2008,  Oceania,195905.0
Mar,2008,  Europe,173263.0
Mar,2008,    France,20826.0
Mar,2008,    Germany,31674.0
Mar,2008,    United Kingdom,66627.0
Mar,2008,  North America,31225.0
Mar,2008,  Other Regions,
Feb,2008,Number Of Air Passenger Departures,1416975.0
Feb,2008,  South East Asia,507845.0
Feb,2008,    Indonesia,144530.0
Feb,2008,    Malaysia,106060.0
Feb,2008,    Philippines,47203.0
Feb,2008,    Thailand,139907.0
Feb,2008,    Vietnam,45070.0
Feb,2008,  North East Asia,382069.0
Feb,2008,    Mainland China,137362.0
Feb,2008,    Hong Kong,95523.0
Feb,2008,    Japan,69054.0
Feb,2008,  South Asia,122714.0
Feb,2008,  Middle East,23839.0
Feb,2008,  Oceania,206633.0
Feb,2008,  Europe,136126.0
Feb,2008,    France,15989.0
Feb,2008,    Germany,25677.0
Feb,2008,    United Kingdom,50667.0
Feb,2008,  North America,27009.0
Feb,2008,  Other Regions,
Jan,2008,Number Of Air Passenger Departures,1465433.0
Jan,2008,  South East Asia,525622.0
Jan,2008,    Indonesia,172514.0
Jan,2008,    Malaysia,94211.0
Jan,2008,    Philippines,46475.0
Jan,2008,    Thailand,139200.0
Jan,2008,    Vietnam,46924.0
Jan,2008,  North East Asia,347039.0
Jan,2008,    Mainland China,121184.0
Jan,2008,    Hong Kong,84273.0
Jan,2008,    Japan,71320.0
Jan,2008,  South Asia,131633.0
Jan,2008,  Middle East,26118.0
Jan,2008,  Oceania,231699.0
Jan,2008,  Europe,152756.0
Jan,2008,    France,18196.0
Jan,2008,    Germany,28412.0
Jan,2008,    United Kingdom,58880.0
Jan,2008,  North America,34481.0
Jan,2008,  Other Regions,
Dec,2007,Number Of Air Passenger Departures,1668761.0
Dec,2007,  South East Asia,609249.0
Dec,2007,    Indonesia,168823.0
Dec,2007,    Malaysia,115297.0
Dec,2007,    Philippines,65107.0
Dec,2007,    Thailand,172307.0
Dec,2007,    Vietnam,55542.0
Dec,2007,  North East Asia,465950.0
Dec,2007,    Mainland China,156001.0
Dec,2007,    Hong Kong,120316.0
Dec,2007,    Japan,90514.0
Dec,2007,  South Asia,163492.0
Dec,2007,  Middle East,26062.0
Dec,2007,  Oceania,211174.0
Dec,2007,  Europe,142337.0
Dec,2007,    France,17808.0
Dec,2007,    Germany,26440.0
Dec,2007,    United Kingdom,54181.0
Dec,2007,  North America,34641.0
Dec,2007,  Other Regions,
Nov,2007,Number Of Air Passenger Departures,1564788.0
Nov,2007,  South East Asia,565783.0
Nov,2007,    Indonesia,162689.0
Nov,2007,    Malaysia,108267.0
Nov,2007,    Philippines,54329.0
Nov,2007,    Thailand,164156.0
Nov,2007,    Vietnam,50035.0
Nov,2007,  North East Asia,447153.0
Nov,2007,    Mainland China,157475.0
Nov,2007,    Hong Kong,116302.0
Nov,2007,    Japan,82979.0
Nov,2007,  South Asia,155445.0
Nov,2007,  Middle East,24693.0
Nov,2007,  Oceania,193883.0
Nov,2007,  Europe,133515.0
Nov,2007,    France,16889.0
Nov,2007,    Germany,25661.0
Nov,2007,    United Kingdom,48063.0
Nov,2007,  North America,30363.0
Nov,2007,  Other Regions,
Oct,2007,Number Of Air Passenger Departures,1485531.0
Oct,2007,  South East Asia,544379.0
Oct,2007,    Indonesia,176789.0
Oct,2007,    Malaysia,100364.0
Oct,2007,    Philippines,47596.0
Oct,2007,    Thailand,157311.0
Oct,2007,    Vietnam,41098.0
Oct,2007,  North East Asia,402344.0
Oct,2007,    Mainland China,145742.0
Oct,2007,    Hong Kong,103036.0
Oct,2007,    Japan,77561.0
Oct,2007,  South Asia,128147.0
Oct,2007,  Middle East,23255.0
Oct,2007,  Oceania,213773.0
Oct,2007,  Europe,131143.0
Oct,2007,    France,15051.0
Oct,2007,    Germany,25770.0
Oct,2007,    United Kingdom,45909.0
Oct,2007,  North America,27375.0
Oct,2007,  Other Regions,
Sep,2007,Number Of Air Passenger Departures,1385013.0
Sep,2007,  South East Asia,489565.0
Sep,2007,    Indonesia,151657.0
Sep,2007,    Malaysia,95916.0
Sep,2007,    Philippines,46509.0
Sep,2007,    Thailand,134409.0
Sep,2007,    Vietnam,39957.0
Sep,2007,  North East Asia,366306.0
Sep,2007,    Mainland China,127272.0
Sep,2007,    Hong Kong,87374.0
Sep,2007,    Japan,80713.0
Sep,2007,  South Asia,116958.0
Sep,2007,  Middle East,25277.0
Sep,2007,  Oceania,183389.0
Sep,2007,  Europe,158150.0
Sep,2007,    France,16688.0
Sep,2007,    Germany,29586.0
Sep,2007,    United Kingdom,59886.0
Sep,2007,  North America,31022.0
Sep,2007,  Other Regions,
Aug,2007,Number Of Air Passenger Departures,1498667.0
Aug,2007,  South East Asia,539971.0
Aug,2007,    Indonesia,166427.0
Aug,2007,    Malaysia,108769.0
Aug,2007,    Philippines,48790.0
Aug,2007,    Thailand,147617.0
Aug,2007,    Vietnam,45786.0
Aug,2007,  North East Asia,414685.0
Aug,2007,    Mainland China,136681.0
Aug,2007,    Hong Kong,112227.0
Aug,2007,    Japan,83162.0
Aug,2007,  South Asia,122398.0
Aug,2007,  Middle East,28166.0
Aug,2007,  Oceania,180649.0
Aug,2007,  Europe,158487.0
Aug,2007,    France,16626.0
Aug,2007,    Germany,29679.0
Aug,2007,    United Kingdom,59620.0
Aug,2007,  North America,39620.0
Aug,2007,  Other Regions,
Jul,2007,Number Of Air Passenger Departures,1496093.0
Jul,2007,  South East Asia,569999.0
Jul,2007,    Indonesia,195901.0
Jul,2007,    Malaysia,106431.0
Jul,2007,    Philippines,50164.0
Jul,2007,    Thailand,148658.0
Jul,2007,    Vietnam,46532.0
Jul,2007,  North East Asia,376600.0
Jul,2007,    Mainland China,122001.0
Jul,2007,    Hong Kong,100990.0
Jul,2007,    Japan,74625.0
Jul,2007,  South Asia,123612.0
Jul,2007,  Middle East,22491.0
Jul,2007,  Oceania,208709.0
Jul,2007,  Europe,143161.0
Jul,2007,    France,15722.0
Jul,2007,    Germany,26302.0
Jul,2007,    United Kingdom,54477.0
Jul,2007,  North America,36526.0
Jul,2007,  Other Regions,
Jun,2007,Number Of Air Passenger Departures,1467817.0
Jun,2007,  South East Asia,553199.0
Jun,2007,    Indonesia,169820.0
Jun,2007,    Malaysia,114252.0
Jun,2007,    Philippines,53313.0
Jun,2007,    Thailand,147758.0
Jun,2007,    Vietnam,44621.0
Jun,2007,  North East Asia,378388.0
Jun,2007,    Mainland China,128314.0
Jun,2007,    Hong Kong,101235.0
Jun,2007,    Japan,70445.0
Jun,2007,  South Asia,139783.0
Jun,2007,  Middle East,26999.0
Jun,2007,  Oceania,168228.0
Jun,2007,  Europe,153924.0
Jun,2007,    France,16316.0
Jun,2007,    Germany,28606.0
Jun,2007,    United Kingdom,59241.0
Jun,2007,  North America,35562.0
Jun,2007,  Other Regions,
May,2007,Number Of Air Passenger Departures,1446780.0
May,2007,  South East Asia,531442.0
May,2007,    Indonesia,159133.0
May,2007,    Malaysia,107409.0
May,2007,    Philippines,56801.0
May,2007,    Thailand,146306.0
May,2007,    Vietnam,40444.0
May,2007,  North East Asia,394661.0
May,2007,    Mainland China,147542.0
May,2007,    Hong Kong,100568.0
May,2007,    Japan,68612.0
May,2007,  South Asia,135746.0
May,2007,  Middle East,27577.0
May,2007,  Oceania,154312.0
May,2007,  Europe,156350.0
May,2007,    France,17130.0
May,2007,    Germany,30299.0
May,2007,    United Kingdom,57895.0
May,2007,  North America,34532.0
May,2007,  Other Regions,
Apr,2007,Number Of Air Passenger Departures,1419379.0
Apr,2007,  South East Asia,519368.0
Apr,2007,    Indonesia,154016.0
Apr,2007,    Malaysia,100421.0
Apr,2007,    Philippines,55147.0
Apr,2007,    Thailand,147676.0
Apr,2007,    Vietnam,38715.0
Apr,2007,  North East Asia,366907.0
Apr,2007,    Mainland China,132953.0
Apr,2007,    Hong Kong,93639.0
Apr,2007,    Japan,65097.0
Apr,2007,  South Asia,121276.0
Apr,2007,  Middle East,28797.0
Apr,2007,  Oceania,176484.0
Apr,2007,  Europe,157751.0
Apr,2007,    France,16991.0
Apr,2007,    Germany,30572.0
Apr,2007,    United Kingdom,60060.0
Apr,2007,  North America,33696.0
Apr,2007,  Other Regions,
Mar,2007,Number Of Air Passenger Departures,1478309.0
Mar,2007,  South East Asia,536663.0
Mar,2007,    Indonesia,158541.0
Mar,2007,    Malaysia,106688.0
Mar,2007,    Philippines,58707.0
Mar,2007,    Thailand,149410.0
Mar,2007,    Vietnam,38809.0
Mar,2007,  North East Asia,398326.0
Mar,2007,    Mainland China,130064.0
Mar,2007,    Hong Kong,98518.0
Mar,2007,    Japan,88714.0
Mar,2007,  South Asia,116658.0
Mar,2007,  Middle East,24373.0
Mar,2007,  Oceania,189395.0
Mar,2007,  Europe,164774.0
Mar,2007,    France,17759.0
Mar,2007,    Germany,33175.0
Mar,2007,    United Kingdom,63758.0
